time,roll_cmd,roll_actual,pitch_cmd,pitch_actual
68.087,-0.44441891305392667,-0.34177819696989603,0.0,0.004652728115615804
68.123,-0.37653359220355803,-0.384828519092527,0.0,0.003835636398940618
68.155,-0.3109020538690098,-0.39835235371877004,0.0,0.0032736631446506005
68.187,-0.2350005658886184,-0.3903048433048662,0.0,0.0031644786526939103
68.223,-0.12216269593808253,-0.3583190620036548,0.0,0.003007656720679287
68.255,-0.03241419647501795,-0.30269521005524214,0.0,0.003105073308899223
68.287,0.0584465653152283,-0.2692406481584369,0.0,0.0032329964393163777
68.323,0.17613997005797724,-0.19048494947619807,0.0,0.0033690956896326417
68.355,0.25802750927936857,-0.10357721267921355,0.0,0.003677828198936072
68.387,0.3314017124465057,-0.05766658357508163,0.0,0.003977656031829936
68.423,0.4118139649158691,0.0340880479724234,0.0,0.004134539397773564
68.455,0.45644202869489303,0.12852795113274956,0.0,0.0036836369379983983
68.487,0.4859172901066344,0.176116582327789,0.0,0.003270846943554112
68.523,0.49999188527705896,0.2629951008243076,0.0,0.0027232956039660388
68.555,0.49114362536604106,0.3239812667355548,0.0,0.002468242169393798
68.587,0.4659139569276877,0.3471198445995217,0.0,0.0025066215694098857
68.623,0.4082843601372604,0.37600457141026006,0.0,0.002470023611997944
68.655,0.348913982190132,0.39524980574870977,0.0,0.002442469635775374
68.687,0.2778458457808376,0.39720420531402784,0.0,0.0023299441570085785
68.723,0.16902381745738285,0.3870330116105023,0.0,0.0022874027629909977
68.755,0.08038850909833321,0.34980914453118994,0.0,0.002439595954903875
68.787,-0.01098448032740382,0.32292582170663026,0.0,0.002385501079965285
68.823,-0.13177515696593603,0.25768528179775674,0.0,0.002455048712428603
68.855,-0.2176391196698179,0.17248546761722985,0.0,0.0031293223646491034
68.887,-0.2962177512477545,0.12660156926794866,0.0,0.0036280170294383587
68.923,-0.3851098955159967,0.03159745383183432,0.0,0.004703006039068984
68.955,-0.4369370308527732,-0.06634863047226632,0.0,0.0051714440370935755
68.987,-0.47403771448449933,-0.11357654665856814,0.0,0.005306252374569951
69.023,-0.4984726232877798,-0.1954751959920906,0.0,0.005513166006732846
69.055,-0.49719210796390567,-0.2653779191557567,0.0,0.0055654927003904635
69.087,-0.4790753632490632,-0.2916763776921112,0.0,0.0055464271601644065
69.123,-0.429831519690429,-0.33482880619997607,0.0,0.005306433659192891
69.155,-0.37567813990499666,-0.35606742205470066,0.0,0.0052014527065888565
69.187,-0.30874018294559785,-0.36577134992460203,0.0,0.004924456549484897
69.223,-0.20355939709176787,-0.3677446423418815,0.0,0.00426088161894709
69.255,-0.11618802319985352,-0.3503308266237761,0.0,0.003527891519043937
69.287,-0.024818589287983795,-0.331083279552707,0.0,0.003223069266037187
69.323,0.09784325174954339,-0.27002761840820816,0.0,0.00315751830813848
69.355,0.18639672440409144,-0.18953303530064805,0.0,0.0032371145208420046
69.387,0.2686205844045226,-0.14448617284141343,0.0,0.0034252971480676175
69.423,0.3635727979539555,-0.049682300469931454,0.0,0.0042706740758460295
69.455,0.4205997431440632,0.04489035970504655,0.0,0.004991804129095443
69.487,0.4632355165514114,0.0934735141424353,0.0,0.005178354677512903
69.523,0.49521197245985676,0.1842746646327097,0.0,0.0049665257361894205
69.555,0.4994449374814475,0.27398177411147695,0.0,0.0043714533797984826
69.587,0.4865081494964105,0.3160429507109825,0.0,0.003687306007129646
69.623,0.44336337288590033,0.3784634186035073,0.0,0.0030010238403604195
69.655,0.39299859268620246,0.4173503810376766,0.0,0.002629444198164845
69.687,0.32905815746383965,0.4205114240049942,0.0,0.0026654702964040984
69.723,0.22652836218541247,0.4132818201110105,0.0,0.0026204046333196114
69.755,0.14009881304676355,0.3821090874321698,0.0,0.0028068493101829867
69.787,0.04878424133647791,0.3561449102791374,0.0,0.0029047688550403227
69.823,-0.0751027002263869,0.28559718822937086,0.0,0.0034749472374079444
69.855,-0.16544661601909447,0.20036533676197663,0.0,0.004360914573616436
69.887,-0.2500909111731963,0.15394003298563644,0.0,0.004913265841823135
69.923,-0.34903041231139276,0.06036419596798319,0.0,0.006369193197520856
69.955,-0.40943582207422347,-0.032707356301425045,0.0,0.007425192245920636
69.987,-0.45561983206664847,-0.07590227595709113,0.0,0.00806344154198082
70.023,-0.4923407531357167,-0.16046739824364248,0.0,0.008339433630612212
70.055,-0.4999653025734588,-0.24339382611277935,0.0,0.007941291099913062
70.087,-0.4901417442033561,-0.27948139879043277,0.0,0.0076797929012629215
70.123,-0.45054142460466917,-0.3306578429579161,0.0,0.007105406493632262
70.155,-0.4022811221107601,-0.3593595234735826,0.0,0.006654148789061505
70.187,-0.3399150635449587,-0.3721945546435225,0.0,0.006308522910740261
70.223,-0.23862516352633537,-0.373505941215057,0.0,0.005777390951383547
70.255,-0.1524903269347971,-0.35222962110051054,0.0,0.004770749851641671
70.287,-0.060962128888928456,-0.3386322542452762,0.0,0.004443887480766101
70.323,0.06390301921299144,-0.2878401616547436,0.0,0.00406220435060485
70.355,0.15540457180749212,-0.21269999691912975,0.0,0.004125068529863637
70.387,0.24147332593063794,-0.17008311750559418,0.0,0.004157364776409894
70.423,0.3425637174086459,-0.0788738219359283,0.0,0.004249075267180928
70.455,0.4046469458996591,0.015772582735649698,0.0,0.0045137609696668775
70.487,0.4524626718894028,0.0647319367615613,0.0,0.004556947458795322
70.523,0.4911475984820375,0.15377374448358752,0.0,0.004600326660270228
70.555,0.5,0.23181858974903713,0.0,0.004719941446072805
70.587,0.4911396513632235,0.26323645002972784,0.0,0.004837833288234748
70.623,0.45236435645484996,0.3171711699401077,0.0,0.0049772502557307455
70.655,0.4043699586477639,0.34923308714333745,0.0,0.005254768866866836
70.687,0.34198317143560114,0.35821711019499214,0.0,0.005284101302089067
70.723,0.24027990141272965,0.35139415941801755,0.0,0.005718822359858933
70.755,0.15361187359036005,0.3190227198010514,0.0,0.0060957605452148095
70.787,0.06142982492145195,0.29940308263466353,0.0,0.006123827090695282
70.823,-0.06437036511541189,0.2564446432975279,0.0,0.005768752838663726
70.855,-0.15652388824486982,0.19686460423015217,0.0,0.005546969343693045
70.887,-0.24312216702876432,0.16077515273068782,0.0,0.005677320159431463
70.923,-0.3446177974311811,0.07884315743859327,0.0,0.005696351363920261
70.955,-0.4067128765011474,-0.010188635467388924,0.0,0.005665293675312368
70.987,-0.4542512808526127,-0.05466957940368689,0.0,0.00580491300236232
71.023,-0.4920922861069287,-0.1405729011305048,0.0,0.006287431067855154
71.055,-0.49996530257346816,-0.2274611318641105,0.0,0.005941215841050275
71.087,-0.48986044025459013,-0.26626535086027187,0.0,0.005713578052836149
71.123,-0.4491011708614194,-0.32311734508551776,0.0,0.005897589227697988
71.155,-0.39946475849287544,-0.3589435349615581,0.0,0.005948186812053895
71.187,-0.3353969630224073,-0.36519152811314026,0.0,0.00602521009124716
71.223,-0.23155497743507816,-0.36405827270846547,0.0,0.005931580741656848
71.255,-0.1434880010680571,-0.33536122980428146,0.0,0.0059625462839265325
71.287,-0.050191016051343254,-0.32262632139435,0.0,0.0057621898172348475
71.323,0.07650007597613089,-0.27525105222897306,0.0,0.005277069429140751
71.355,0.1687776537170079,-0.20769667954179127,0.0,0.004721216878326743
71.387,0.2549714769000398,-0.16880393116409695,0.0,0.004297989538624976
71.423,0.35505355032009955,-0.08094472692203325,0.0,0.004008264586755274
71.455,0.41542911420089873,0.015688746530933197,0.0,0.0037059764363394218
71.487,0.46071224787029286,0.06510465268153971,0.0,0.0035599009513401446
71.523,0.4948137028623401,0.16257885379204973,0.0,0.003367225484597497
71.555,0.4994449374815208,0.24398931321493783,0.0,0.003518609102484005
71.587,0.48584798255852635,0.27888789279521925,0.0,0.0036818104934429386
71.623,0.44027495484753143,0.3329373583402848,0.0,0.003955001047142183
71.655,0.38710244128139926,0.3765417922272245,0.0,0.004115324113935398
71.687,0.31973540202895157,0.38897386426907343,0.0,0.004164424866713154
71.723,0.21213108411088888,0.3869136404913765,0.0,0.004504010911211699
71.755,0.12190906799186217,0.3583094677952044,0.0,0.0046959465821962525
71.787,0.02717159505808259,0.33349298694506113,0.0,0.004926335434316301
71.823,-0.10015279782804043,0.2703559840683289,0.0,0.005227447054263541
71.855,-0.19184952970250374,0.1902083517034721,0.0,0.005700508172966327
71.887,-0.27652152184478884,0.14648755439812802,0.0,0.006002351416600663
71.923,-0.37313111627165535,0.053123318953061445,0.0,0.0062039428733008375
71.955,-0.4298904889822079,-0.03965891601743301,0.0,0.006568299803314999
71.987,-0.4707976926119853,-0.08573014657474994,0.0,0.006680654846751954
72.023,-0.49812344578923373,-0.16999617864302868,0.0,0.007340651064348655
72.055,-0.49719210796415275,-0.24484451428685633,0.0,0.007709589451862178
72.087,-0.4778440539311903,-0.27428777765783713,0.0,0.008116462210218342
72.123,-0.42469217081767446,-0.32421169267479216,0.0,0.008168775863914398
72.155,-0.36620015644634724,-0.3505935555864909,0.0,0.008114146156700634
72.187,-0.2940787673577627,-0.3561987829651306,0.0,0.007998758361167304
72.223,-0.18138143020292313,-0.3472667171259074,0.0,0.007723913282007273
72.255,-0.08851660386942206,-0.3157815554785369,0.0,0.007306406635308151
72.287,0.007686389036818049,-0.2929672646575552,0.0,0.007026381892976202
72.323,0.13495431601180075,-0.23901260082142795,0.0,0.006173374612835453
72.355,0.22503363494818374,-0.1663434096547912,0.0,0.005522540856427861
72.387,0.3067432581376703,-0.12390566833713933,0.0,0.0057620270411032105
72.423,0.39742785913544076,-0.03251630210922164,0.0,0.006289903446499889
72.455,0.4484247910554603,0.06078215563108097,0.0,0.006604955772112903
72.487,0.48263895059442014,0.10653586490913913,0.0,0.006626960414207664
72.523,0.4999921251070479,0.19182841378582435,0.0,0.006954636008415726
72.555,0.49114362536662964,0.26461452810050606,0.0,0.007146536078472296
72.587,0.4638320497344113,0.29602146846948274,0.0,0.0071791651296558455
72.623,0.400526476900304,0.3470180220492004,0.0,0.006937490491036191
72.655,0.33516798226199074,0.3830444490552004,0.0,0.006183653559964157
72.687,0.25714769878339067,0.38607606775494374,0.0,0.00610858060652866
72.723,0.13853968965842722,0.37249329014418264,0.0,0.00585747340259627
72.755,0.04298668700002773,0.3300475441628259,0.0,0.005778307062135856
72.787,-0.054232438361452175,0.3008469932970153,0.0,0.005784949608078571
72.823,-0.18010285569151352,0.2271693670220664,0.0,0.006039123607157115
72.855,-0.26705076580862785,0.1407408369193047,0.0,0.006764272967593087
72.887,-0.34391152183246776,0.09515504287245605,0.0,0.007655544674181937
72.923,-0.4257062288276167,0.002980852683192747,0.0,0.009366920898211827
72.955,-0.4684948207857604,-0.09113881692666391,0.0,0.010127307160105053
72.987,-0.49348868325957695,-0.13864349240342863,0.0,0.010009691729076698
73.023,-0.49755162308170087,-0.2302913815153038,0.0,0.00921719063155274
73.055,-0.47847016786976276,-0.29901667406873816,0.0,0.0088234054742161
73.087,-0.44113563119656507,-0.32583983366575664,0.0,0.008747844774770206
73.123,-0.36547901904131913,-0.36325095789563844,0.0,0.008196004679250881
73.155,-0.29211066801292496,-0.3817872074953235,0.0,0.0071567368838188145
73.187,-0.20754012255783094,-0.38230024971982224,0.0,0.006621276394261277
73.223,-0.0829710729339103,-0.35589590517683933,0.0,0.006193626658227006
73.255,0.014684833688715475,-0.3040225481022593,0.0,0.00627508093644641
73.287,0.11181925015020357,-0.2686088789401213,0.0,0.006314360475648495
73.323,0.23409469520135207,-0.1864507441286836,0.0,0.006282119627280842
73.355,0.31579819672120346,-0.09398895194634606,0.0,0.006243158045065544
73.387,0.38539025613817507,-0.04602558138185047,0.0,0.006340037387539474
73.423,0.45476191105584385,0.04956844893719511,0.0,0.006809429224078322
73.455,0.4866034856928083,0.14032985623159083,0.0,0.0072433422533373865
73.487,0.499689055057764,0.18352205248860942,0.0,0.007205768097545619
73.523,0.4871527591536027,0.257547109402494,0.0,0.007564410622259088
73.555,0.45570163832308114,0.3165157441374845,0.0,0.007627655791485308
73.587,0.4066091476245827,0.3360088387542204,0.0,0.007721505651730341
73.623,0.3170466593367013,0.3618953360243188,0.0,0.007824973938989253
73.655,0.2351440549974239,0.36126801582296153,0.0,0.007629691896259113
73.687,0.14408451311124984,0.3569819267205922,0.0,0.007247154311309532
73.723,0.014553728298266646,0.32888868563412615,0.0,0.006621774392625315
73.755,-0.08379735708975651,0.2730106045904957,0.0,0.006486572290746353
73.787,-0.17893000545280363,0.23679475736289982,0.0,0.006401644228322221
73.823,-0.2943924616034034,0.15277440178501436,0.0,0.006952435599828906
73.855,-0.36806626361782213,0.05646291913623516,0.0,0.007672020191400852
73.887,-0.4274107931656798,-0.003124064581854545,0.0,0.007907686116629533
73.923,-0.4803014639190038,-0.09190826997280711,0.0,0.007794900806302692
73.955,-0.49825518141907016,-0.18934877584052695,0.0,0.007535930994411355
73.987,-0.4967211662039732,-0.2338106059942781,0.0,0.007280583624578884
74.023,-0.464532624124128,-0.31433928250100085,0.0,0.006814054876376134
74.055,-0.4189784594072089,-0.3657396651672137,0.0,0.006654442289871091
74.087,-0.35696495555184565,-0.3805908778962333,0.0,0.00661267157316181
74.123,-0.25293235066837616,-0.38427928519201715,0.0,0.006861393998598519
74.155,-0.16285008530349307,-0.36733998358560355,0.0,0.006642664268440088
74.187,-0.06632169031476852,-0.351282751801749,0.0,0.006431146288540916
74.223,0.06583434343817617,-0.29967337252441234,0.0,0.006135637682068365
74.255,0.16247874866747966,-0.22867015770501348,0.0,0.005564146834334155
74.287,0.25275211502454475,-0.18700785422154143,0.0,0.0053550118825341645
74.323,0.35708262450802714,-0.09187470155227578,0.0,0.006176843185898002
74.355,0.41927824030224925,0.007120371280358889,0.0,0.007374089920444114
74.387,0.46490761169574135,0.05734314165207406,0.0,0.007849824603983277
74.423,0.49692045699258747,0.1572987062309865,0.0,0.008103639396485675
74.455,0.4980460498211663,0.24514545144575065,0.0,0.008049916188152305
74.487,0.47940681877077307,0.27914437136355874,0.0,0.008122263663632041
74.523,0.42515576830754526,0.33500191647077693,0.0,0.008004425809263496
74.555,0.36448431372020734,0.36432677486734216,0.0,0.0077516599648444415
74.587,0.28928174870765755,0.37042035660588996,0.0,0.007698528522997338
74.623,0.17162306718652998,0.3612920558122358,0.0,0.007613046791417525
74.655,0.07487984066317875,0.3279051138075944,0.0,0.007359193205648113
74.687,-0.02489232541537556,0.30309589395420194,0.0,0.007295434338328557
74.723,-0.15575314510245825,0.23918810127966295,0.0,0.007492962333660129
74.755,-0.2471833614719658,0.15960356057857975,0.0,0.00792055043881578
74.787,-0.3287588359736674,0.11555378618747282,0.0,0.00804727763299134
74.823,-0.41659979496383537,0.021977704143074202,0.0,0.007996856014083056
74.855,-0.4633397911523896,-0.07659725571230994,0.0,0.007470891050623382
74.887,-0.4915030025252493,-0.12370100382025002,0.0,0.007263802498766685
74.923,-0.49827433670584165,-0.20003627485988798,0.0,0.007719223937598534
74.955,-0.4799711684977934,-0.25505581361498525,0.0,0.008887022942978358
74.987,-0.4423424504159311,-0.2801761443049119,0.0,0.009098638378084285
75.023,-0.36479223492898794,-0.3224346925631381,0.0,0.009043689755181477
75.055,-0.2891068382940194,-0.3531287199203355,0.0,0.008302871509234703
75.087,-0.2017213063938413,-0.3531776740928796,0.0,0.008200723532481137
75.123,-0.07313449073303727,-0.3396303276063425,0.0,0.00723510254417967
75.155,0.027318246289367486,-0.30212605648993746,0.0,0.006282372929681063
75.187,0.12670702102332082,-0.27228279904666597,0.0,0.005985178967167043
75.223,0.2506347873991717,-0.19312107732860478,0.0,0.005940772184017184
75.255,0.3322436208877914,-0.09938104583345996,0.0,0.006628091806446145
75.287,0.4004013862219464,-0.0488015974897423,0.0,0.007222869950731972
75.323,0.46563236716504075,0.05158542180181329,0.0,0.00825308646818233
75.355,0.4927158273015122,0.14897884563927438,0.0,0.008715050243488507
75.387,0.4997565503808362,0.1958974244844128,0.0,0.008635526902456787
75.423,0.4775471440925565,0.28321423561335374,0.0,0.007879054470168751
75.455,0.4380397808473953,0.3373042285504163,0.0,0.007927867848839903
75.487,0.3806377356227576,0.35200471188512994,0.0,0.008153978515026437
75.523,0.28037419710050127,0.360094590884308,0.0,0.008621795509395212
75.555,0.19134171619394713,0.35204109708410425,0.0,0.008342394764216207
75.587,0.0944412040482538,0.3419087964844963,0.0,0.007920167080300852
75.623,-0.04012755836196059,0.3120204782991426,0.0,0.0066906334141057225
75.655,-0.13972180138006915,0.26102190366483075,0.0,0.005450458877776163
75.687,-0.23362264180340428,0.22513444663962515,0.0,0.005278690134935269
75.723,-0.3433409942163625,0.1389578742603601,0.0,0.005404928358284141
75.755,-0.4096160613343299,0.042749784516808054,0.0,0.006162806125278051
75.787,-0.4590602143293053,-0.007052699818533688,0.0,0.006636274265591808
75.823,-0.495358309366151,-0.10502873074142709,0.0,0.007483045267830731
75.855,-0.4988757246472755,-0.2111837342812939,0.0,0.006975761255630971
75.887,-0.4818058270737081,-0.26426912667193253,0.0,0.00631349634490275
75.923,-0.4283154079775863,-0.3527310145320348,0.0,0.004979578502305614
75.955,-0.3672678623771212,-0.40350841535288734,0.0,0.004413543909894862
75.987,-0.2909959885294359,-0.4165857312936395,0.0,0.004289173200154237
76.023,-0.17112134583071134,-0.4204642557298734,0.0,0.003974738123308433
76.055,-0.07239397467238184,-0.380218329311297,0.0,0.004465782438278675
76.087,0.02937816699441505,-0.34856164555559865,0.0,0.004745208973661117
76.123,0.16251365858224961,-0.25549697889503037,0.0,0.005619792404179571
76.155,0.2550613269273205,-0.16537510720119192,0.0,0.006600964722655436
76.187,0.3370327957948196,-0.1119729868329289,0.0,0.007270840707825747
76.223,0.4240334353745641,-0.0051816110194046056,0.0,0.00832060651090775
76.255,0.4690140639649645,0.10091375216015844,0.0,0.008910742031986137
76.287,0.4944417312957627,0.1511334336549811,0.0,0.008795416625541988
76.323,0.4961758535932075,0.2377941213073164,0.0,0.008248563626295634
76.355,0.47324582918057695,0.3016457409287307,0.0,0.00802318578190438
76.387,0.4305040880893914,0.3273429261884937,0.0,0.007891762778437528
76.423,0.34585970723327114,0.36056616088957283,0.0,0.007529589115039654
76.455,0.2650558333096425,0.3805094133335715,0.0,0.006666019225998077
76.487,0.1730975811980372,0.38016425694058936,0.0,0.006213371787438662
76.523,0.03983476006125944,0.3564250349091184,0.0,0.005457399466918605
76.555,-0.06266661677147156,0.30303887311266,0.0,0.004623814526076629
76.587,-0.16257307767385537,0.26706224722213084,0.0,0.0048134001413641025
76.623,-0.28450507993988683,0.19003225489429124,0.0,0.004777436370292246
76.655,-0.36248889346585517,0.0931814326764076,0.0,0.004897395129161195
76.687,-0.4252111463136416,0.04250513454637459,0.0,0.005131356841378869
76.723,-0.4805972303858815,-0.06454573184472606,0.0,0.005319670772943634
76.755,-0.4986495581886739,-0.16121265724285158,0.0,0.005577285608367669
76.787,-0.49561373508946627,-0.20449832366217532,0.0,0.005967071511262702
76.823,-0.45906830657151093,-0.2734870076155303,0.0,0.006598369793898263
76.855,-0.40875848584274516,-0.32290719527539646,0.0,0.006839866099482935
76.887,-0.34108833014442813,-0.3376959333029681,0.0,0.007137554439681931
76.923,-0.22887776094392495,-0.3548110242850523,0.0,0.0068832594076824
76.955,-0.1328453640150687,-0.36386214944414663,0.0,0.005554929056328213
76.987,-0.031123259743674758,-0.35166612405212877,0.0,0.005242204586612833
77.023,0.10587076582492293,-0.2922190706413497,0.0,0.005489630354490081
77.055,0.20396606122887437,-0.20477017002582454,0.0,0.006282728500225356
77.087,0.29340124505279486,-0.14616059522486166,0.0,0.006874110562885761
77.123,0.3926326936052861,-0.05486321200510784,0.0,0.007830604438648813
77.155,0.447902432379529,0.04834130725491106,0.0,0.008401490290403903
77.187,0.48403803234414644,0.09908663935536505,0.0,0.008288412283004618
77.223,0.49986730849009786,0.18949185264258964,0.0,0.008315257427053266
77.255,0.48678347255969734,0.2643570934267575,0.0,0.00823915215773557
77.287,0.4528183395677326,0.3021150903957049,0.0,0.007835255506788189
77.323,0.37764759782126484,0.37101615336280624,0.0,0.006254777325346845
77.355,0.30196580172316856,0.4101891468759054,0.0,0.004975899124998413
77.387,0.21326834731935862,0.4158499851911626,0.0,0.004434945941156953
77.423,0.08139065128225989,0.40297200143944156,0.0,0.003617301066518573
77.455,-0.02221944828959847,0.35879686103730024,0.0,0.0031123616385719402
77.487,-0.12491311824860718,0.32337596114371164,0.0,0.003288245919741381
77.523,-0.25277922094881156,0.23546776375303452,0.0,0.004142343811096039
77.555,-0.3365062567481286,0.12193745716972322,0.0,0.005609215819987801
77.587,-0.40571779240682737,0.07723614609924874,0.0,0.0059689197758435375
77.623,-0.4703197473888909,-0.034030899616916216,0.0,0.006652401377654287
77.655,-0.49526312393128774,-0.13991241215299569,0.0,0.007039372186552895
77.687,-0.49874545584147223,-0.19326401602067958,0.0,0.006774866926081042
77.723,-0.4698342809378837,-0.27881970909434795,0.0,0.006804368270825759
77.755,-0.42417196331752877,-0.3382547664193484,0.0,0.006810653541344599
77.787,-0.36005262042991526,-0.35438510117552985,0.0,0.006888044589232327
77.823,-0.2507340021481145,-0.37011473935209377,0.0,0.006846376171836003
77.855,-0.15547921983137095,-0.36595556065621665,0.0,0.006337643793186837
77.887,-0.0534094386100806,-0.35313978525594864,0.0,0.006041556500919634
77.923,0.08558308878664148,-0.29928273673209255,0.0,0.005921933854714917
77.955,0.1861051747400132,-0.22080261507785015,0.0,0.006109924174472275
77.987,0.27853369604194433,-0.17498703668458185,0.0,0.0062222317811297745
78.023,0.3822494358082004,-0.07648793785232925,0.0,0.00650745354602975
78.055,0.44096063217027265,0.026727055709425143,0.0,0.00641789318802013
78.087,0.4803712532802065,0.07572412052558082,0.0,0.006652716053130953
78.123,0.4999995511742444,0.16944646443777625,0.0,0.006594275362039075
78.155,0.48916071857838683,0.2494087820858745,0.0,0.006501815965663122
78.187,0.45682372000855737,0.2955058078445055,0.0,0.006111996031614063
78.223,0.3828088124828953,0.34959060751309645,0.0,0.005650365851008149
78.255,0.30725964951497914,0.3891382325604333,0.0,0.004971042203683916
78.287,0.21814313882987282,0.3961146424428839,0.0,0.004699968215513042
78.323,0.08504601572518822,0.37929808769697365,0.0,0.00461791063931894
78.355,-0.01978686543045078,0.33110455106660014,0.0,0.004655038653012514
78.387,-0.12378725099713675,0.2962632223974494,0.0,0.004879726611767344
78.423,-0.25323986882669686,0.21289550471195567,0.0,0.005059301775196876
78.455,-0.3378401389906765,0.11765831127536365,0.0,0.005455299172450582
78.487,-0.40750944635107117,0.06742065130356736,0.0,0.005627968151928196
78.523,-0.4719190187519181,-0.032580690973063535,0.0,0.006387899694875964
78.555,-0.4960573506563026,-0.13252296419307094,0.0,0.006868786428906608
78.587,-0.49817381819219725,-0.1836614539818746,0.0,0.006843218515914752
78.623,-0.46667368346223237,-0.26554035045473623,0.0,0.006922306894358106
78.655,-0.41863523239824846,-0.3111695652922217,0.0,0.0077035037495379955
78.687,-0.35193527763188237,-0.32300906650057387,0.0,0.008077796762059697
78.723,-0.23917712080256168,-0.33714158296005436,0.0,0.008369119487211259
78.755,-0.14160599310117378,-0.3246606357771796,0.0,0.008381162316716807
78.787,-0.037673583931155656,-0.3109364658980692,0.0,0.008154831504666957
78.823,0.102767592007526,-0.27169536415915196,0.0,0.007264579016458323
78.855,0.2033922378169325,-0.20836289663677635,0.0,0.006431784953803558
78.887,0.29495082994312716,-0.16801406049957393,0.0,0.006427091219800581
78.923,0.39589779392730357,-0.07749344395663277,0.0,0.006591812930914899
78.954,0.45133771529037525,0.02437438192011233,0.0,0.006569083940845249
78.987,0.4865396635894767,0.07625690186739767,0.0,0.006122154990999222
79.023,0.4993594887304897,0.17520519519951003,0.0,0.005769448996076711
79.055,0.48279310275383647,0.25708970361797034,0.0,0.005860030969130222
79.087,0.44449086844988195,0.29123459656223605,0.0,0.0058392428608909745
79.123,0.36267979678396095,0.33966168342405145,0.0,0.00586998915985144
79.155,0.28182069426808687,0.36658640170047,0.0,0.0057499148442101515
79.187,0.1882121446724617,0.37346327612479463,0.0,0.005428574540026546
79.223,0.05090987999094371,0.3629170646253213,0.0,0.004765795269216515
79.255,-0.05541358083752058,0.3242905925416025,0.0,0.004121438050465938
79.287,-0.1592714622273451,0.2920358235654051,0.0,0.003990277677934957
79.323,-0.2858211649835223,0.2094131551596211,0.0,0.00441572279084355
79.355,-0.3662001564341324,0.11021854515026643,0.0,0.005582556837600761
79.387,-0.42999753786718997,0.05514919397528017,0.0,0.005767002634779867
79.423,-0.4843514876677448,-0.056793966317750556,0.0,0.006048186696148669
79.455,-0.4996535613827422,-0.17348882536976643,0.0,0.005520061046446601
79.487,-0.4922343945523379,-0.2303488570581513,0.0,0.004999015854598053
79.523,-0.44768334935926507,-0.3147934864932796,0.0,0.0048276580170761195
79.555,-0.3902152036727437,-0.35427096773510375,0.0,0.0058378466067508595
79.587,-0.31492847937540347,-0.36072260098942677,0.0,0.006429837898947361
79.623,-0.1928304027459137,-0.3611895202408425,0.0,0.0068391706847286075
79.655,-0.09037115295036768,-0.3446545558371983,0.0,0.006388628789942963
79.687,0.01626037224061223,-0.3272938908191547,0.0,0.006219921749776107
79.723,0.15649927261391344,-0.2747020191421575,0.0,0.005472117834695043
79.755,0.25397968688569544,-0.19666745115463852,0.0,0.005367171193024402
79.787,0.3398540041838224,-0.14956941092718956,0.0,0.005623251835633189
79.823,0.42956406555872145,-0.04707815768403956,0.0,0.006596048808088388
79.855,0.4742254765222428,0.05945742519028274,0.0,0.006822561589691238
79.887,0.4971055916963813,0.1093328996975752,0.0,0.007155328255121751
79.923,0.4920178174788342,0.20379179759196944,0.0,0.007045165966303146
